id_idescat,ine_code,nom,poblacio,lat,lon,comarca
172023,17202,Tossa de Mar,5818,41.7225,2.93037,Selva
171019,17101,Massanes,796,41.76529,2.65301,Selva
170097,17009,Arbúcies,6608,41.81658,2.51113,Selva
251484,25148,Odèn,258,42.13277,1.45479,Solsonès
251667,25166,Pinell de Solsonès,193,41.9708,1.40015,Solsonès
250642,25064,Castellar de la Ribera,131,42.02231,1.41554,Solsonès
251673,25167,Pinós,286,41.82725,1.5419,Solsonès
251863,25186,Riner,263,41.94135,1.56378,Solsonès
251930,25193,Sant Llorenç de Morunys,960,42.13582,1.58809,Solsonès
251116,25111,Guixers,132,42.13745,1.6423,Solsonès
250753,25075,Clariana de Cardener,161,41.93313,1.62614,Solsonès
251462,25146,Navès,284,42.04703,1.6178,Solsonès
251636,25163,La Coma I La Pedra,255,42.17594,1.5887,Solsonès
251240,25124,Lladurs,180,42.04439,1.50669,Solsonès
252075,25207,Solsona,9137,41.99395,1.51602,Solsonès
251364,25136,La Molsosa,104,41.78034,1.53055,Solsonès
251517,25151,Olius,981,42.01826,1.54992,Solsonès
251291,25129,Llobera,188,41.94976,1.47232,Solsonès
431227,43122,Renau,162,41.2254,1.31108,Tarragonès
430509,43050,Creixell,3758,41.1655,1.43598,Tarragonès
431665,43166,Vilallonga del Camp,2405,41.20936,1.19772,Tarragonès
431536,43153,Torredembarra,16567,41.1441,1.40095,Tarragonès
439076,43907,La Canonja,5956,41.1209,1.1803,Tarragonès
431264,43126,La Riera De Gaià,1742,41.16671,1.36079,Tarragonès
431037,43103,Perafort,1264,41.19052,1.25601,Tarragonès
431711,43171,Vila-seca,22555,41.10892,1.14577,Tarragonès
431482,43148,Tarragona,136496,41.11888,1.24449,Tarragonès
431114,43111,La Pobla De Montornès,2884,41.17737,1.41509,Tarragonès
430957,43095,El Morell,3742,41.19218,1.20645,Tarragonès
439057,43905,Salou,28526,41.08791,1.15737,Tarragonès
430120,43012,Altafulla,5307,41.14086,1.37769,Tarragonès
430976,43097,La Nou De Gaià,600,41.1829,1.37406,Tarragonès
430430,43043,El Catllar,4557,41.1759,1.32704,Tarragonès
431009,43100,Els Pallaresos,485,41.17528,1.27045,Tarragonès
430477,43047,Constantí,6665,41.15355,1.2126,Tarragonès
431310,43131,Roda de Berà,6785,41.18704,1.46033,Tarragonès
431093,43109,La Pobla De Mafumet,3971,41.18491,1.20999,Tarragonès
431444,43144,La Secuita,1708,41.2038,1.28116,Tarragonès
431649,43164,Vespella de Gaià,417,41.2034,1.35996,Tarragonès
431359,43135,Salomó,549,41.22874,1.37466,Tarragonès
430640,43064,Gandesa,3096,41.05244,0.43727,Terra Alta
430326,43032,Bot,554,41.0092,0.38497,Terra Alta
431107,43110,La Pobla De Massaluca,317,41.18078,0.35336,Terra Alta
430712,43071,Horta de Sant Joan,1146,40.95384,0.31544,Terra Alta
430568,43056,La Fatarella,926,41.16211,0.47368,Terra Alta
430419,43041,Caseres,237,41.03945,0.25115,Terra Alta
430189,43018,Arnes,444,40.91105,0.26142,Terra Alta
430483,43048,Corbera d'Ebre,1003,41.07685,0.4756,Terra Alta
431172,43117,Prat de Comte,177,40.98338,0.40529,Terra Alta
431068,43106,El Pinell De Brai,1008,41.0162,0.51456,Terra Alta
430228,43022,Batea,1901,41.09378,0.31192,Terra Alta
431750,43175,Vilalba dels Arcs,621,41.11991,0.40957,Terra Alta
252173,25217,Tàrrega,17445,41.64808,1.14094,Urgell
251765,25176,Preixana,387,41.60774,1.03827,Urgell
252252,25225,Tornabous,822,41.69984,1.05263,Urgell
252445,25244,Vilagrassa,560,41.64888,1.10593,Urgell
251811,25181,Puigverd d'Agramunt,229,41.77696,1.12151,Urgell
252385,25238,Vallbona de les Monges,243,41.5252,1.08885,Urgell
250463,25046,Belianes,520,41.56053,1.01434,Urgell
251305,25130,Maldà,227,41.55037,1.03861,Urgell
250273,25027,Anglesola,1365,41.65719,1.08376,Urgell
252424,25242,Verdú,902,41.60926,1.1413,Urgell
250962,25096,La Fuliola,125,41.7151,1.01673,Urgell
259025,25902,Sant Martí de Riucorb,639,41.56629,1.06819,Urgell
251543,25154,Els Omells De Na Gaia,130,41.50064,1.07598,Urgell
250707,25070,Castellserà,996,41.74584,0.98744,Urgell
250740,25074,Ciutadilla,208,41.56124,1.1395,Urgell
250030,25003,Agramunt,5411,41.78719,1.09798,Urgell
251095,25109,Guimerà,271,41.56327,1.18511,Urgell
250501,25050,Bellpuig,5218,41.62543,1.01195,Urgell
251575,25157,Ossó de Sió,203,41.75327,1.1584,Urgell
251459,25145,Nalec,90,41.56022,1.11552,Urgell
250254,25025,Naut Aran,1836,42.74282,0.94385,Aran
250595,25059,Bossòst,1115,42.7855,0.69213,Aran
250576,25057,Es Bòrdes,255,42.73772,0.72062,Aran
250313,25031,Arres,60,42.75915,0.71053,Aran
251214,25121,Les,971,42.81161,0.71171,Aran
250637,25063,Canejan,89,42.81224,0.80084,Aran
252477,25247,Vilamòs,178,42.7477,0.72636,Aran
250450,25045,Bausen,60,42.83444,0.71676,Aran
252430,25243,Vielha e Mijaran,5611,42.72456,0.7723,Aran
82671,08267,Sentmenat,9235,41.61301,2.13599,Vallès Occidental
82606,08260,Santa Perpètua de Mogoda,25999,41.53533,2.18215,Vallès Occidental
81803,08180,Ripollet,39179,41.49845,2.15693,Vallès Occidental
82665,08266,Cerdanyola del Vallès,57855,41.49004,2.13967,Vallès Occidental
81799,08179,Rellinars,809,41.6304,1.90351,Vallès Occidental
80543,08054,Castellbisbal,12539,41.48293,1.98693,Vallès Occidental
80517,08051,Castellar del Vallès,24488,41.61723,2.08733,Vallès Occidental
82917,08291,Vacarisses,6832,41.59633,1.92224,Vallès Occidental
82900,08290,Ullastrell,2089,41.52649,1.95575,Vallès Occidental
83008,08300,Viladecavalls,7545,41.55388,1.95272,Vallès Occidental
82520,08252,Barberà del Vallès,33334,41.51362,2.12556,Vallès Occidental
89045,08904,Badia del Vallès,13415,41.50805,2.11529,Vallès Occidental
82798,08279,Terrassa,223627,41.56321,2.00887,Vallès Occidental
82384,08238,Sant Quirze del Vallès,20195,41.53513,2.07767,Vallès Occidental
81672,08167,Polinyà,8504,41.55661,2.15776,Vallès Occidental
81878,08187,Sabadell,21652,41.54627,2.10861,Vallès Occidental
81568,08156,Palau-solità i Plegamans,14892,41.58395,2.18041,Vallès Occidental
81206,08120,Matadepera,9496,41.61442,2.01106,Vallès Occidental
81252,08125,Montcada i Reixac,36803,41.49315,2.18187,Vallès Occidental
81846,08184,Rubí,78591,41.49712,2.03492,Vallès Occidental
82055,08205,Sant Cugat del Vallès,92977,41.47207,2.08652,Vallès Occidental
80879,08087,Gallifa,167,41.69391,2.11519,Vallès Occidental
82233,08223,Sant Llorenç Savall,2417,41.67876,2.05836,Vallès Occidental
81154,08115,Martorelles,482,41.52811,2.2375,Vallès Oriental
80425,08042,Cànoves i Samalús,3156,41.69397,2.35327,Vallès Oriental
81982,08198,Sant Antoni de Vilamajor,6208,41.66106,2.39617,Vallès Oriental
80977,08097,Gualba,1548,41.7319,2.50224,Vallès Oriental
80399,08039,Campins,541,41.72501,2.46396,Vallès Oriental
80057,08005,L' Ametlla Del Vallès,8646,41.66833,2.2605,Vallès Oriental
80462,08046,Cardedeu,18424,41.6394,2.35915,Vallès Oriental
80410,08041,Canovelles,16829,41.61873,2.27705,Vallès Oriental
81347,08134,Figaró-Montmany,1142,41.72082,2.27366,Vallès Oriental
89024,08902,Vilanova del Vallès,5503,41.55245,2.28717,Vallès Oriental
82969,08296,Vallromanes,2558,41.53575,2.29413,Vallès Oriental
82943,08294,Vallgorguina,2988,41.64774,2.5102,Vallès Oriental
80142,08014,Aiguafreda,2512,41.76839,2.25138,Vallès Oriental
81810,08181,La Roca Del Vallès,10754,41.58148,2.32586,Vallès Oriental
80811,08081,Fogars de Montclús,475,41.72749,2.44284,Vallès Oriental
80235,08023,Bigues i Riells del Fai,9358,41.6961,2.20031,Vallès Oriental
81593,08159,Parets del Vallès,19071,41.57311,2.23384,Vallès Oriental
81379,08137,Montseny,351,41.78558,2.39124,Vallès Oriental
80333,08033,Caldes de Montbui,17812,41.63166,2.16687,Vallès Oriental
82021,08202,Sant Celoni,18136,41.68975,2.48925,Vallès Oriental
82592,08259,Santa Maria de Palautordera,963,41.69337,2.44584,Vallès Oriental
82567,08256,Santa Maria de Martorelles,890,41.51892,2.25473,Vallès Oriental
82074,08207,Sant Esteve de Palautordera,2864,41.70629,2.43198,Vallès Oriental
82346,08234,Sant Pere de Vilamajor,4544,41.68319,2.3928,Vallès Oriental
81069,08106,Llinars del Vallès,10018,41.6399,2.40168,Vallès Oriental
81081,08108,Lliçà de Vall,6497,41.58319,2.23966,Vallès Oriental
82482,08248,Santa Eulàlia de Ronçana,7426,41.63707,2.23193,Vallès Oriental
81075,08107,Lliçà d'Amunt,15469,41.60813,2.23966,Vallès Oriental
83067,08306,Vilalba Sasserra,753,41.65205,2.44002,Vallès Oriental
81249,08124,Mollet del Vallès,516,41.54255,2.21137,Vallès Oriental
81056,08105,La Llagosta,13587,41.51386,2.19309,Vallès Oriental
81350,08135,Montmeló,8831,41.55235,2.24775,Vallès Oriental
82093,08209,Sant Fost de Campsentelles,8853,41.51908,2.23369,Vallès Oriental
82107,08210,Sant Feliu de Codines,6363,41.69072,2.1654,Vallès Oriental
80961,08096,Granollers,62419,41.60619,2.28709,Vallès Oriental
80885,08088,La Garriga,16668,41.68287,2.28687,Vallès Oriental
80863,08086,Les Franqueses Del Vallès,20364,41.64783,2.3123,Vallès Oriental
81363,08136,Montornès del Vallès,16644,41.54452,2.26703,Vallès Oriental
82763,08276,Tagamanent,318,41.73915,2.2666,Vallès Oriental
81287,08128,Monistrol de Calders,702,41.75984,2.01446,Moianès
80706,08070,Collsuspina,359,41.82651,2.17511,Moianès
82397,08239,Sant Quirze Safaja,631,41.73061,2.14772,Moianès
80790,08079,L' Estany,408,41.86897,2.11158,Moianès
81385,08138,Moià,6383,41.80995,2.09717,Moianès
82589,08258,Santa Maria d'Oló,1024,41.875,2.03528,Moianès
80641,08064,Castellterçol,2548,41.75032,2.1199,Moianès
80556,08055,Castellcir,742,41.77036,2.15485,Moianès
80348,08034,Calders,1045,41.79004,1.99366,Moianès
80958,08095,Granera,77,41.73037,2.06346,Moianès
